ID,output,accel_phone_x_mean,accel_phone_y_mean,accel_phone_z_mean,gyro_phone_x_mean,gyro_phone_y_mean,gyro_phone_z_mean,accel_phone_x_std,accel_phone_y_std,accel_phone_z_std,gyro_phone_x_std,gyro_phone_y_std,gyro_phone_z_std,accel_phone_x_max,accel_phone_y_max,accel_phone_z_max,gyro_phone_x_max,gyro_phone_y_max,gyro_phone_z_max,accel_phone_x_min,accel_phone_y_min,accel_phone_z_min,gyro_phone_x_min,gyro_phone_y_min,gyro_phone_z_min
1600,A,-1.8582890936841632,9.551098193802474,0.41623379865693827,0.0012243333801905322,0.03810573688800509,-0.005556178888299227,2.0274846858152156,3.652111670010383,2.091820017342803,0.7117667149917469,0.7160055915158396,0.4090057256464681,5.3017273000000005,19.494522,8.677124000000001,1.7455139,2.4767914,1.3373566000000001,-10.639038000000001,0.96232605,-9.686492999999999,-2.3246765,-2.108017,-1.4111938
1600,B,-1.0710214618268488,8.408919061170977,-1.28381487798359,-0.017136803914303757,0.027013225595144293,-0.023788610518615864,3.542253764758849,7.627479907571153,3.9499488883085676,0.9808577288090384,0.8213560529741346,0.7658007660886745,14.439132999999998,19.613052,18.304610999999998,2.2534637,3.5274352999999996,2.1075287,-19.566513,-9.48381,-17.290695,-3.6964417000000003,-2.7261505,-5.207306
1600,C,-1.8164611047831258,9.548859055499582,-1.0470097797522624,-0.005725979021417436,0.03579109506383848,-0.01062359294058448,1.5495807718470536,3.103080355617713,1.8348092858890501,0.45205766164333516,0.817487036643077,0.34652055880548915,5.8697968000000005,19.613052,7.171859700000001,1.1389923,4.0678406,1.1439819,-11.571808,2.4891052000000005,-9.491287,-1.9091034,-3.8752747000000003,-1.4152527
1600,D,4.340126255543118,4.307061172760357,6.840650364389675,-0.001235765301614003,-0.0007178127605106452,7.629822956722666e-05,0.17012169811243183,0.2276390251195174,0.08918048015971711,0.027034702386500357,0.03203654729962307,0.032654348912001016,5.207489,6.1359863,7.474319500000001,0.334198,0.45918274,0.41232299999999994,2.6274414,3.2852324999999998,5.8939667,-0.39556885,-0.40612793,-0.45018005
1600,E,-2.146507358555427,9.510909266097444,0.8186730855207188,-0.0002468982402874757,0.0005614028825267585,0.0004212905025651434,0.17564018337204718,0.04292656447913718,0.17914556689879027,0.014610980957989498,0.02451655781790597,0.014053067215432709,-0.5828552,9.844833,1.4984589,0.111968994,0.19070435,0.12478638,-2.5510712000000004,9.177764999999999,0.37742615,-0.10713196,-0.28048706,-0.18852234
1600,F,0.30291142908759067,9.313577575986567,2.3121677320710905,0.003544771896821251,-0.0021469060672230397,-0.0018849200571866042,0.21867364684229365,0.21143657005376087,0.5901781677601547,0.03530265844097973,0.024289016971234766,0.020441415610316732,0.97787476,9.796158,3.5065155,0.59858704,0.14155579,0.11114502,-0.95454407,8.854111,0.21243286,-0.17016602,-0.24890137,-0.3911438
1600,G,5.086127766974541,3.7838429942065512,6.65881525144135,-0.0021430282981420535,-0.003509247867785378,0.001263183181068645,0.10063142297109744,0.1493659168713158,0.10971417464788041,0.03312436748986706,0.03899636876086541,0.05094017177355395,5.453232,5.961334,7.217803999999999,0.19293213,0.28207397,0.27856445,4.0726776,3.3645629999999995,5.481781,-0.26997375,-0.35455322,-0.50361633
1600,H,1.9326332627939482,7.56157590039194,5.225237267189248,-0.00313303685021463,-0.0025234591204497006,-0.002501659008940037,0.24733377514135904,0.2538117615614565,0.2624527771787417,0.045706356146010964,0.02444607685940963,0.03393919697794201,3.0084534,8.658173,6.100006,0.39179993,0.20195007,0.23464966,1.1521912,6.4010468000000005,4.313431,-0.267807,-0.504364,-0.24671936
1600,I,3.2448778843741275,6.658909291206942,5.59600810464856,0.002893804323225279,-0.0012248202965813959,-0.00018373822172289134,0.41751585521504486,0.41055122647331993,0.1931313001542721,0.02645266774019097,0.020594877181959605,0.023567439325216783,4.459503,7.194641000000001,6.968765299999999,0.32571409999999995,0.31272888,0.52830505,2.2987822999999996,4.102112,4.956436,-0.4497528,-0.22952270000000002,-0.19747925
1600,J,2.851433140386226,6.851367521746403,5.6570298370837,0.00024524397093609825,-0.0036819269900585784,-0.0016254801506844132,0.2128574560485207,0.15545578616898117,0.1516830673166233,0.024437236718567797,0.02435829603227353,0.028957738685322136,4.1884155,7.365524300000001,9.089615,0.19187927,0.12478638,0.11013794,1.9447021,3.3903656000000004,5.182220500000001,-0.16835022,-0.3847046,-0.3249817
1600,K,1.54263696887769,6.610307304086211,6.329991562048708,0.0059919071397374485,-0.00037995624206444296,0.00020260114730232548,0.09511155751643705,0.1040652163891007,0.10373542872233667,0.014387905190469383,0.010525827153162373,0.007697276283025276,2.012085,6.8760223,6.836715700000001,0.12765503,0.06567383,0.05937195,1.271225,6.100036599999999,5.946686,-0.1219635,-0.14266968,-0.06129455599999999
