ID,output,accel_phone_x_mean,accel_phone_y_mean,accel_phone_z_mean,gyro_phone_x_mean,gyro_phone_y_mean,gyro_phone_z_mean,accel_watch_x_mean,accel_watch_y_mean,accel_watch_z_mean,gyro_watch_x_mean,gyro_watch_y_mean,gyro_watch_z_mean,accel_watch_x_std,accel_watch_y_std,accel_watch_z_std,gyro_watch_x_std,gyro_watch_y_std,gyro_watch_z_std,accel_phone_x_std,accel_phone_y_std,accel_phone_z_std,gyro_phone_x_std,gyro_phone_y_std,gyro_phone_z_std,accel_phone_x_max,accel_phone_y_max,accel_phone_z_max,gyro_phone_x_max,gyro_phone_y_max,gyro_phone_z_max,accel_watch_x_max,accel_watch_y_max,accel_watch_z_max,gyro_watch_x_max,gyro_watch_y_max,gyro_watch_z_max,accel_phone_x_min,accel_phone_y_min,accel_phone_z_min,gyro_phone_x_min,gyro_phone_y_min,gyro_phone_z_min,accel_watch_x_min,accel_watch_y_min,accel_watch_z_min,gyro_watch_x_min,gyro_watch_y_min,gyro_watch_z_min
1600.0,A,-1.8582890936841632,9.551098193802474,0.41623379865693827,0.0012243333801905322,0.03810573688800509,-0.005556178888299227,11.601998272122039,-1.2299685745159272,-0.12150503241009768,0.028046000835942286,-0.1376732327587873,0.04874942192323073,3.4535490348519824,2.3075164323511954,2.5016353894482797,1.8208788518801546,1.5969657022373245,3.208798123361451,2.0274846858152156,3.652111670010383,2.091820017342803,0.7117667149917469,0.7160055915158396,0.4090057256464681,5.3017273000000005,19.494522,8.677124000000001,1.7455139,2.4767914,1.3373566000000001,19.761143,11.506234,12.91208,12.553599,8.330883,8.926925,-10.639038000000001,0.96232605,-9.686492999999999,-2.3246765,-2.108017,-1.4111938,1.99437,-18.543392,-9.071481,-11.226302,-6.1396594,-7.886152
1600.0,B,-1.0710214618268488,8.408919061170977,-1.28381487798359,-0.017136803914303757,0.027013225595144293,-0.023788610518615864,1.2349611201566464,-8.125256685630275,0.4801668269605549,-0.32720174402864444,-0.00754721380653718,0.072401109697142,6.66480032196653,8.702986412582145,4.475504280718106,1.9660275221241046,2.219061181728904,2.691132641501488,3.542253764758849,7.627479907571153,3.9499488883085676,0.9808577288090384,0.8213560529741346,0.7658007660886745,14.439132999999998,19.613052,18.304610999999998,2.2534637,3.5274352999999996,2.1075287,19.761143,19.349638,19.405155,14.196735999999998,8.830762,7.732712299999999,-19.566513,-9.48381,-17.290695,-3.6964417000000003,-2.7261505,-5.207306,-15.897499,-19.235315,-19.820848,-10.325736000000001,-7.574458,-9.231689999999999
1600.0,C,-1.8164611047831258,9.548859055499582,-1.0470097797522624,-0.005725979021417436,0.03579109506383848,-0.01062359294058448,9.828837264751742,-2.9884767622161337,0.02368611863006946,0.024794485853261394,-0.08309779278368766,0.007583718043257451,3.6133159395400605,2.0464117958237735,1.7979334672815097,1.867496767163648,0.9478326118943414,1.8779762821304788,1.5495807718470536,3.103080355617713,1.8348092858890501,0.45205766164333516,0.817487036643077,0.34652055880548915,5.8697968000000005,19.613052,7.171859700000001,1.1389923,4.0678406,1.1439819,19.62602,7.368156,10.139294999999999,8.934559,4.552276999999999,6.550264,-11.571808,2.4891052000000005,-9.491287,-1.9091034,-3.8752747000000003,-1.4152527,0.5424363,-16.722301,-8.908974,-16.67823,-3.8205776,-6.779428500000001
1600.0,D,4.340126255543118,4.307061172760357,6.840650364389675,-0.001235765301614003,-0.0007178127605106452,7.629822956722666e-05,3.0709250878785603,-2.427000457600393,8.904933158569053,-0.002947198300850159,-0.0041014832571206975,-0.00363933301242452,0.3265040848633356,0.9026421709741372,0.4170169567075128,0.09135019622230461,0.06691124212035707,0.08094010480560815,0.17012169811243183,0.2276390251195174,0.08918048015971711,0.027034702386500357,0.03203654729962307,0.032654348912001016,5.207489,6.1359863,7.474319500000001,0.334198,0.45918274,0.41232299999999994,7.3439145,2.984971,14.082246,1.1480451,0.7530446999999999,0.8665593,2.6274414,3.2852324999999998,5.8939667,-0.39556885,-0.40612793,-0.45018005,-0.7341221,-4.8057612999999995,7.371298299999999,-1.9071333,-1.5444704,-2.6647923
1600.0,E,-2.146507358555427,9.510909266097444,0.8186730855207188,-0.0002468982402874757,0.0005614028825267585,0.0004212905025651434,9.573835223994442,-0.8598503964878219,0.6260318190839639,-0.0027643240521482942,-0.0011389234469589326,0.0002808987831548276,0.12494342074143783,0.4450998042317063,0.40322700157911523,0.14714838769124985,0.057099090853196616,0.040520251532431675,0.17564018337204718,0.04292656447913718,0.17914556689879027,0.014610980957989498,0.02451655781790597,0.014053067215432709,-0.5828552,9.844833,1.4984589,0.111968994,0.19070435,0.12478638,10.496031,2.1278467,4.081665,1.1250228999999998,0.5065303,0.6078508,-2.5510712000000004,9.177764999999999,0.37742615,-0.10713196,-0.28048706,-0.18852234,8.530391,-2.3166895,-0.1830068,-3.0459897999999996,-0.7110696,-0.49474049999999997
1600.0,F,0.30291142908759067,9.313577575986567,2.3121677320710905,0.003544771896821251,-0.0021469060672230397,-0.0018849200571866042,-0.36001633377866826,-1.3924089323741222,9.629405301775275,0.0015259929541456664,-0.008354129359203655,-0.0004449341133129848,0.305879280902889,1.1206191728378867,0.3817533227097428,0.34465672072471043,0.11254003924682487,0.08646921348790688,0.21867364684229365,0.21143657005376087,0.5901781677601547,0.03530265844097973,0.024289016971234766,0.020441415610316732,0.97787476,9.796158,3.5065155,0.59858704,0.14155579,0.11114502,1.6796821,5.2564697,12.655600999999999,2.7513793,0.75158906,0.5762010000000001,-0.95454407,8.854111,0.21243286,-0.17016602,-0.24890137,-0.3911438,-1.8278234,-9.76954,6.473771599999999,-1.7098849999999999,-0.99120855,-1.0696325
1600.0,G,5.086127766974541,3.7838429942065512,6.65881525144135,-0.0021430282981420535,-0.003509247867785378,0.001263183181068645,-8.650129821392905,-0.6670844445662327,3.3012807884714186,-0.007254354775087423,0.0014990525562087107,-0.00039992106102970426,1.2460929727509804,2.6987282774117864,1.869199306131951,0.7366143703381873,0.45067042429962206,0.46178397327276427,0.10063142297109744,0.1493659168713158,0.10971417464788041,0.03312436748986706,0.03899636876086541,0.05094017177355395,5.453232,5.961334,7.217803999999999,0.19293213,0.28207397,0.27856445,-3.7684733999999995,8.350677000000001,9.383026,3.9533388999999994,3.5035337999999996,1.5620903999999998,4.0726776,3.3645629999999995,5.481781,-0.26997375,-0.35455322,-0.50361633,-12.77546,-9.912294000000001,-3.9431005,-3.8220983,-1.8152101000000003,-1.3109972
1600.0,H,1.9326332627939482,7.56157590039194,5.225237267189248,-0.00313303685021463,-0.0025234591204497006,-0.002501659008940037,-3.0174990707222458,-8.525937969631341,1.7984873321966215,-0.0007268316238911971,-0.02156411286910023,-0.0005161248351013069,1.287318745155962,1.1205293186615746,2.1247397012420732,0.6584831465987557,0.2535399767598805,0.2696712635802984,0.24733377514135904,0.2538117615614565,0.2624527771787417,0.045706356146010964,0.02444607685940963,0.03393919697794201,3.0084534,8.658173,6.100006,0.39179993,0.20195007,0.23464966,0.4429273,0.63176996,9.122058,5.525543700000001,1.3583598999999997,1.009358,1.1521912,6.4010468000000005,4.313431,-0.267807,-0.504364,-0.24671936,-6.3566055,-14.33199,-4.2399817,-4.2592125,-0.8934687,-1.6974342
1600.0,I,3.2448778843741275,6.658909291206942,5.59600810464856,0.002893804323225279,-0.0012248202965813959,-0.00018373822172289134,-6.090458738086012,-3.0192646721313183,5.746103792102367,0.00015325670552996808,-0.033857738905591156,-0.008222882025264703,1.9369271473242375,2.5143088579253425,2.646348344285502,0.8903783803666948,0.3285631033236463,0.5525789362471214,0.41751585521504486,0.41055122647331993,0.1931313001542721,0.02645266774019097,0.020594877181959605,0.023567439325216783,4.459503,7.194641000000001,6.968765299999999,0.32571409999999995,0.31272888,0.52830505,-1.2915221000000001,3.1471782000000004,19.570055,5.9257665,1.6634997999999999,2.408445,2.2987822999999996,4.102112,4.956436,-0.4497528,-0.22952270000000002,-0.19747925,-9.795727000000001,-19.33677,-6.009596,-4.6523075,-2.617787,-2.0337107
1600.0,J,2.851433140386226,6.851367521746403,5.6570298370837,0.00024524397093609825,-0.0036819269900585784,-0.0016254801506844132,-3.1708362333054123,-5.753146899094039,5.2618126607156706,-0.0044496629122342465,-0.017022572750369135,0.01293145216635861,1.3363720235552623,2.6661629768520463,3.5115488068695417,0.9647812715193801,0.22385129268799778,0.22254375356829167,0.2128574560485207,0.15545578616898117,0.1516830673166233,0.024437236718567797,0.02435829603227353,0.028957738685322136,4.1884155,7.365524300000001,9.089615,0.19187927,0.12478638,0.11013794,1.4293385,6.1575875,10.953623,6.986678599999999,3.0800705,1.43756,1.9447021,3.3903656000000004,5.182220500000001,-0.16835022,-0.3847046,-0.3249817,-6.4763155,-11.731888,-3.2248402,-5.0295819999999996,-0.9941511000000001,-1.1531764
1600.0,K,1.54263696887769,6.610307304086211,6.329991562048708,0.0059919071397374485,-0.00037995624206444296,0.00020260114730232548,-8.427248485995566,-0.6326526123072658,2.9998633544176347,0.005161956559708635,-0.0007994619512369565,0.0010186334366287483,0.8212123278294264,3.876224608868277,0.9984388546015038,0.29819283103174055,0.10635150364601881,0.3150271696461648,0.09511155751643705,0.1040652163891007,0.10373542872233667,0.014387905190469383,0.010525827153162373,0.007697276283025276,2.012085,6.8760223,6.836715700000001,0.12765503,0.06567383,0.05937195,-5.966201,5.0782514,6.607398,1.0499886999999999,0.6605244,0.9797726999999999,1.271225,6.100036599999999,5.946686,-0.1219635,-0.14266968,-0.06129455599999999,-10.053103,-7.517644000000001,0.56443304,-1.9540587999999999,-0.6369674,-1.2945681999999998
1600.0,L,1.6711736372469217,6.921261808696869,6.022854043428407,-0.0010056225874344592,-0.0019700335984504207,-0.0025217948461140026,-6.070384510801675,-6.292527003968367,2.6269820694355075,0.0026777255797057887,4.575381559811481e-05,0.004206910392875377,1.2811082418862918,2.000380724401164,1.6853319787322456,0.3709660436212668,0.13875137724340283,0.2671608007143129,0.2105834332733805,0.21851260744939696,0.20160203981573582,0.026665852032282767,0.03251797790691733,0.022638946421146597,2.118393,7.7447357000000006,6.7413025,0.52822876,0.18012999999999998,0.20315552,-0.40462008,0.70838445,8.525902,2.8127847000000004,0.99037796,1.4737561000000001,-0.5037689000000001,6.4742584,4.7010803,-0.20706177,-1.0400848,-0.33630370000000004,-9.102755,-11.358392,-3.0740054,-2.5040307,-1.0474415000000001,-1.4855901000000002
1600.0,M,-1.5260232991037381,9.46953235628883,1.0901913066896893,0.0033052249000039167,-0.002211712063016811,0.007784346033166947,9.966780583001379,-1.2627118555819163,-0.2270914869052978,-0.02846239819158757,-0.010216369209808496,0.04551177729444771,2.6774321937769914,3.162056307020876,2.8903209284243205,2.7225381997384526,1.3045527694474388,1.3997232931452999,1.9738170804707582,2.099391532617731,1.7046637321740132,0.47178474838613205,0.7153503900487316,0.36937105788132285,13.034134,19.105148,10.703552,1.8608398000000002,3.6202087,2.916809,19.761143,19.990686,18.464233,17.899595,7.8902793,6.028228299999999,-11.219696,-3.694336,-6.126739499999999,-2.4786377,-3.3297272000000007,-1.7455139,-5.3678,-19.235315,-19.820848,-13.812362,-6.2435694,-6.7080717000000005
1600.0,O,-1.5341875442314128,9.634917284602475,0.08219353507116174,-0.0032811825540341893,-0.00013815417072008884,-0.0072574974819067046,5.746514961300672,-3.4341898676175626,1.1362353601198358,-0.2168661541334804,0.04812133058472427,-0.06647687940205396,7.054004873994667,6.518379300321517,6.791479510279783,2.4877562844376784,4.3736385016041694,3.541974078384461,1.7038771475861605,0.9987692459664823,1.392817561357262,0.27766115807233305,0.7060806958041203,0.22705317930980018,4.4559326,17.243682999999997,5.445801,1.8902588,3.3498992999999997,1.0980682,19.761143,19.990686,19.405155,22.754925,8.821439999999999,10.026125,-9.344421,5.5261383,-15.955322,-1.1243591,-2.3003235,-1.4695435,-19.464859,-19.235315,-19.820848,-14.594265,-34.90016,-22.955528
1600.0,P,-4.0363489497646885,8.856215192753215,-0.904283161566985,0.009042751356722702,-0.0313994335610056,-0.005437159820035557,5.490371654689446,-0.8317857489909791,1.9108580804956483,-0.0853067928402163,-0.3455674353433697,0.40887912102353885,8.87082635389922,8.42189341171615,8.398663089604188,3.9058203963491116,5.228177072719701,3.000080249715688,1.742257527198734,1.262135301105075,1.6928713540777078,0.3594719828962638,0.6140914519725724,0.27043412281148943,3.826767,17.524368,8.172028,2.4175415,4.518661499999999,1.3617706,19.761143,19.990686,19.405155,18.03584,12.614852,12.628558,-11.532653999999999,2.925003,-9.983398,-2.1368256000000003,-3.4389800000000004,-1.585083,-19.464859,-19.235315,-19.820848,-27.31891,-25.632406,-15.5285015
1600.0,Q,1.9941854579904814,9.313293292751178,1.4079205021858405,0.0012034782020394971,-0.0016419440057588255,-0.001939785322002796,-0.05511989407775305,-9.266965579832744,-2.338585363130934,-0.007849489282302982,-0.005934151560080455,0.0030362014657516713,0.44790537519977874,0.9493408284355963,2.0550861074630595,0.75159545560797,0.21730649925828574,0.19939904480776358,0.2363733466813633,0.12810829736014986,0.5355626332246677,0.04312127006490558,0.031796835308296134,0.023997002847358513,2.8409271,9.645142,4.388168299999999,0.29823303,0.20344543,0.17993164,9.235783,1.7058687,11.72665,6.59961,2.308618,2.038869,1.2680053999999998,7.994919,0.15652466,-0.25733948,-0.19664001,-0.12690735,-5.0360537,-19.33677,-10.098892,-7.084421000000001,-2.4328141,-2.528996
1600.0,R,3.656581755891412,7.1813176078365535,4.725899844388471,0.0016761495831019847,-0.00024160534571869116,3.244147727262364e-05,-7.565003892919559,-1.6209381016718436,4.991234924633336,-0.006178197830568809,-0.010521843732611004,-0.016299785475529162,3.163787853319252,3.0402080365471265,5.3269331523901835,0.9150351082038396,1.7353548046755924,0.6178692511331431,0.36830120786632853,0.3297260478137745,0.327319463441608,0.06674744915472909,0.07031302753547933,0.05373286502380966,4.486923,9.019592,6.809021,0.37030029999999997,0.45446777,0.3193512,19.610456,8.873061,19.622278,5.192753,5.806961,2.1091976000000003,2.2893220000000003,5.957947,3.1477814,-0.61390686,-0.6031951999999999,-0.36805725,-18.25085,-16.127193,-8.076241,-6.941639,-4.924576,-2.5012712
1600.0,S,-1.7205867316684236,9.656372197844355,0.03060126659666007,0.0017140749276327752,-1.7083838850137873e-05,0.0004897600890582624,-2.906274772239371,-5.56794366482889,1.3434687910383103,-0.026123624572122202,0.10620701001508973,-0.017423194848816756,5.074841897192426,4.074384577048436,5.17635783199282,1.9818639886864542,0.9597009324653665,1.06294984087864,0.4742303660838203,0.22459080298728282,0.6213243386741248,0.11241808135557335,0.18120217563163538,0.07659276041965576,1.1403351000000002,13.584503,3.1788025,0.72850037,1.00177,0.64105225,19.0972,11.71857,14.368951000000001,13.536265,5.907344999999999,3.8636117,-5.5582123,7.560561999999999,-2.8493347,-0.8894042999999999,-1.0840758999999998,-0.3807373,-19.32016,-19.303102,-18.862568,-14.169904999999998,-3.9941273,-6.4374824
1601.0,A,2.961899978512837,9.076365411461383,1.0071327240013286,0.015459377872584286,-0.0339820426251995,-0.0993424620164583,-10.055539680449856,-2.506569070060215,1.989285911606661,-9.921352362576147e-05,-0.023209116712248783,0.01437092968718213,3.0272221665056795,1.7798828599156093,1.8625054656183535,1.5963428573594771,1.2183898530733208,1.9100824603961772,3.365297537585894,4.924654300355456,4.29363251858302,1.7736762979315923,1.3114196593437393,0.8560237822535174,19.612701,19.612701,19.612701,5.1649346,5.9694757,3.414439,-1.2985551000000002,4.297143,13.817535999999999,8.830295,4.045995700000001,6.124800700000001,-6.649296799999999,-12.584522,-12.537237,-4.882906,-4.964399,-2.803776,-19.71715,-11.643452,-2.7910407000000004,-8.15441,-4.024504,-3.9526007000000005
