ID,output,accel_watch_x_mean,accel_watch_y_mean,accel_watch_z_mean,gyro_watch_x_mean,gyro_watch_y_mean,gyro_watch_z_mean,accel_watch_x_std,accel_watch_y_std,accel_watch_z_std,gyro_watch_x_std,gyro_watch_y_std,gyro_watch_z_std,accel_watch_x_max,accel_watch_y_max,accel_watch_z_max,gyro_watch_x_max,gyro_watch_y_max,gyro_watch_z_max,accel_watch_x_min,accel_watch_y_min,accel_watch_z_min,gyro_watch_x_min,gyro_watch_y_min,gyro_watch_z_min
1600,A,11.601998272122039,-1.2299685745159272,-0.12150503241009768,0.028046000835942286,-0.1376732327587873,0.04874942192323073,3.4535490348519824,2.3075164323511954,2.5016353894482797,1.8208788518801546,1.5969657022373245,3.208798123361451,19.761143,11.506234,12.91208,12.553599,8.330883,8.926925,1.99437,-18.543392,-9.071481,-11.226302,-6.1396594,-7.886152
1600,B,1.2349611201566464,-8.125256685630275,0.4801668269605549,-0.32720174402864444,-0.00754721380653718,0.072401109697142,6.66480032196653,8.702986412582145,4.475504280718106,1.9660275221241046,2.219061181728904,2.691132641501488,19.761143,19.349638,19.405155,14.196735999999998,8.830762,7.732712299999999,-15.897499,-19.235315,-19.820848,-10.325736000000001,-7.574458,-9.231689999999999
1600,C,9.828837264751742,-2.9884767622161337,0.02368611863006946,0.024794485853261394,-0.08309779278368766,0.007583718043257451,3.6133159395400605,2.0464117958237735,1.7979334672815097,1.867496767163648,0.9478326118943414,1.8779762821304788,19.62602,7.368156,10.139294999999999,8.934559,4.552276999999999,6.550264,0.5424363,-16.722301,-8.908974,-16.67823,-3.8205776,-6.779428500000001
1600,D,3.0709250878785603,-2.427000457600393,8.904933158569053,-0.002947198300850159,-0.0041014832571206975,-0.00363933301242452,0.3265040848633356,0.9026421709741372,0.4170169567075128,0.09135019622230461,0.06691124212035707,0.08094010480560815,7.3439145,2.984971,14.082246,1.1480451,0.7530446999999999,0.8665593,-0.7341221,-4.8057612999999995,7.371298299999999,-1.9071333,-1.5444704,-2.6647923
1600,E,9.573835223994442,-0.8598503964878219,0.6260318190839639,-0.0027643240521482942,-0.0011389234469589326,0.0002808987831548276,0.12494342074143783,0.4450998042317063,0.40322700157911523,0.14714838769124985,0.057099090853196616,0.040520251532431675,10.496031,2.1278467,4.081665,1.1250228999999998,0.5065303,0.6078508,8.530391,-2.3166895,-0.1830068,-3.0459897999999996,-0.7110696,-0.49474049999999997
1600,F,-0.36001633377866826,-1.3924089323741222,9.629405301775275,0.0015259929541456664,-0.008354129359203655,-0.0004449341133129848,0.305879280902889,1.1206191728378867,0.3817533227097428,0.34465672072471043,0.11254003924682487,0.08646921348790688,1.6796821,5.2564697,12.655600999999999,2.7513793,0.75158906,0.5762010000000001,-1.8278234,-9.76954,6.473771599999999,-1.7098849999999999,-0.99120855,-1.0696325
1600,G,-8.650129821392905,-0.6670844445662327,3.3012807884714186,-0.007254354775087423,0.0014990525562087107,-0.00039992106102970426,1.2460929727509804,2.6987282774117864,1.869199306131951,0.7366143703381873,0.45067042429962206,0.46178397327276427,-3.7684733999999995,8.350677000000001,9.383026,3.9533388999999994,3.5035337999999996,1.5620903999999998,-12.77546,-9.912294000000001,-3.9431005,-3.8220983,-1.8152101000000003,-1.3109972
1600,H,-3.0174990707222458,-8.525937969631341,1.7984873321966215,-0.0007268316238911971,-0.02156411286910023,-0.0005161248351013069,1.287318745155962,1.1205293186615746,2.1247397012420732,0.6584831465987557,0.2535399767598805,0.2696712635802984,0.4429273,0.63176996,9.122058,5.525543700000001,1.3583598999999997,1.009358,-6.3566055,-14.33199,-4.2399817,-4.2592125,-0.8934687,-1.6974342
1600,I,-6.090458738086012,-3.0192646721313183,5.746103792102367,0.00015325670552996808,-0.033857738905591156,-0.008222882025264703,1.9369271473242375,2.5143088579253425,2.646348344285502,0.8903783803666948,0.3285631033236463,0.5525789362471214,-1.2915221000000001,3.1471782000000004,19.570055,5.9257665,1.6634997999999999,2.408445,-9.795727000000001,-19.33677,-6.009596,-4.6523075,-2.617787,-2.0337107
1600,J,-3.1708362333054123,-5.753146899094039,5.2618126607156706,-0.0044496629122342465,-0.017022572750369135,0.01293145216635861,1.3363720235552623,2.6661629768520463,3.5115488068695417,0.9647812715193801,0.22385129268799778,0.22254375356829167,1.4293385,6.1575875,10.953623,6.986678599999999,3.0800705,1.43756,-6.4763155,-11.731888,-3.2248402,-5.0295819999999996,-0.9941511000000001,-1.1531764
